title,brand,primary_category,primary_subcategory,media_type,form_factor,capacity_display,capacity_gb,interfaces,connectors,read_mbps,write_mbps,rpm,bays,raid_levels,rugged,ip_rating,drop_m,encryption,bus_powered,warranty_years,workflows,price_usd,completeness,needs_review,url
OWC 156TB ThunderBay Flex 8 Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,156 TB,156000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,8,5,False,,,,,5,Backup & Redundancy; Team & Network,13599.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-156tb-4x4tb-nvme-7x20tb-hdd-thunderbolt-3.html
OWC ThunderBay Flex 8 172TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,172 TB,172000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,8,5,False,,,,,3,Backup & Redundancy; Edit Fast; Team & Network,17499.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-172tb-thunderbolt-3-4x8tb-nvme-7x20tb-hdd.html
OWC ThunderBay Flex 8 176TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,176 TB,176000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,0; 5,False,,,,,5,,13249.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-176tb-8tb-nvme-168tb-hdd-thunderbolt-3.html
OWC ThunderBay Flex 8 184TB Thunderbolt 3 Storage Solution,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,184 TB,184000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,8,5,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,14849.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-184tb-thunderbolt-3-storage-solution.html
OWC ThunderBay Flex 8 18TB Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,18 TB,18000,Thunderbolt 3; PCIe/NVMe,,,,,,,False,,,,,5,,2479.0,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-18tb-thunderbolt-3-storage-u2-nvme-hdd.html
"OWC 36TB ThunderBay Flex 8 Thunderbolt 3 Storage (4x1TB NVMe, 4x8TB HDD)",OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,36 TB,36000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,2750,2750,,,0; 1; 4; 5,False,,,,,5,Backup & Redundancy; Edit Fast,5749.99,0.84,False,https://www.filmtools.com/owc-36tb-thunderbay-flex-8-thunderbolt-3-storage-4x1tb-nvme-4x8tb-hdd.html
OWC ThunderBay Flex 8 64TB Thunderbolt 3,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,64 TB,64000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,8,0; 5,False,,,,,5,Backup & Redundancy; Team & Network,9049.99,0.83,False,https://www.filmtools.com/owc-thunderbay-flex-8-64tb-4x4tb-nvme-ssd-4x12tb-hdd-thunderbolt-3.html
"OWC 68TB ThunderBay Flex 8 (4x1TB NVMe SSD, 4x16TB HDD) Thunderbolt 3",OWC,Multi-Bay & RAID,6-Bay & Up,ssd,bare_internal,68 TB,68000,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,2750,2750,,8,0; 1; 4; 5,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,6929.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-68tb-4x1tb-nvme-ssd-4x16tb-hdd-thunderbolt-3.html
OWC 84TB ThunderBay Flex 8 Thunderbolt 3 Storage,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,84 TB,84000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,985,,1600,8,5,False,,,,,,Backup & Redundancy; Edit Fast; Team & Network,7529.99,0.83,False,https://www.filmtools.com/owc-84tb-thunderbay-flex-8-thunderbolt-3-storage.html
"OWC 104TB ThunderBay Flex 8 (4x2TB NVMe SSD, 4x24TB HDD) Thunderbolt 3",OWC,Multi-Bay & RAID,6-Bay & Up,ssd,bare_internal,104 TB,104000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,8,5,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,9279.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-104tb-4x2tb-nvme-ssd-4x24tb-hdd-thunderbolt-3.html
"OWC 112TB ThunderBay Flex 8 (4x8TB NVMe, 4x20TB HDD) Thunderbolt 3",OWC,Multi-Bay & RAID,6-Bay & Up,ssd,bare_internal,112 TB,112000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,8,0; 5,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,14149.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-112tb-4x8tb-nvme-4x20tb-hdd-thunderbolt-3.html
"OWC 112TB ThunderBay Flex 8 (4x4TB NVMe SSD, 4x24TB HDD) Thunderbolt 3",OWC,Multi-Bay & RAID,6-Bay & Up,ssd,bare_internal,112 TB,112000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,8,5,False,,,,,5,Backup & Redundancy; Edit Fast; Team & Network,10849.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-112tb-4x4tb-nvme-ssd-4x24tb-hdd-thunderbolt-3.html
OWC ThunderBay Flex 8 Thunderbolt 3 8-Bay RAID Enclosure,OWC,Multi-Bay & RAID,6-Bay & Up,hdd,bare_internal,,,Thunderbolt 3; SATA; PCIe/NVMe,USB-C; USB-A,2750,,,8,,False,,,,,3,Backup & Redundancy; Edit Fast; Team & Network,1679.99,0.62,False,https://www.filmtools.com/owc-thunderbay-flex-8-thunderbolt-3-8-bay-raid-enclosure.html
OWC ThunderBay Flex 8 96TB Thunderbolt 3 RAID Storage,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,96 TB,96000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,2750,,1600,,5,False,,,,,5,Archive Forever,8499.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-96tb-thunderbolt-3-raid-storage.html
OWC 128TB ThunderBay Flex 8 Thunderbolt 3 RAID Storage,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,128 TB,128000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,5,False,,,,,,Archive Forever,9529.99,0.84,False,https://www.filmtools.com/owc-128tb-thunderbay-flex-8-thunderbolt-3-raid-storage.html
OWC ThunderBay Flex 8 192TB Thunderbolt 3 RAID Storage,OWC,Multi-Bay & RAID,2-Bay,hdd,bare_internal,192 TB,192000,Thunderbolt 3; SATA; PCIe/NVMe; SDXC UHS-II,USB-C; USB-A,,,1600,,0; 5,False,,,,,,Archive Forever,12149.99,0.84,False,https://www.filmtools.com/owc-thunderbay-flex-8-192tb-8x24tb-thunderbolt-3-raid-storage.html
OWC Gemini 0TB with SoftRAID XT,OWC,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,0 GB,0,Thunderbolt 3; SATA; Ethernet,USB-C,,,,,,False,,,,False,3,Team & Network,449.99,0.83,False,https://www.filmtools.com/owc-gemini-0tb-with-softraid-xt.html
OWC Gemini Ultra X2 Thunderbolt USB-C Dual-Drive SSD RAID - 4TB,OWC,Multi-Bay & RAID,2-Bay,ssd,portable,4 TB,4000,Thunderbolt 3; PCIe/NVMe; Ethernet; SDXC UHS-II,USB-C; USB-A,2381,,,,0; 1,False,,,,,,Backup & Redundancy; Edit Fast; Offload & Ingest; Team & Network,1879.99,0.84,False,https://www.filmtools.com/owc-gemini-ultra-x2-4tb-thunderbolt-usb-c-ssd-raid-dock.html
"OWC Gemini Ultra X2 Thunderbolt USB-C SSD RAID Dock (4TB, 8TB, 16TB)",OWC,Multi-Bay & RAID,2-Bay,ssd,portable,4 TB,4000,Thunderbolt 3; PCIe/NVMe; Ethernet; SDXC UHS-II,USB-C; USB-A,2381,,,,0; 1,False,,,,,,Backup & Redundancy; Edit Fast; Offload & Ingest; Team & Network,1879.99,0.84,False,https://www.filmtools.com/owc-gemini-ultra-x2-thunderbolt-usb-c-ssd-raid-dock-4tb-16tb.html
OWC 24TB Gemini Ultra X6 Thunderbolt USB-C SSD RAID Dock,OWC,Multi-Bay & RAID,2-Bay,ssd,desktop,24 TB,24000,Thunderbolt 3; SATA; PCIe/NVMe; Ethernet,USB-C; USB-A,2123,,3000,,0; 5,False,,,,False,3,Edit Fast; Team & Network,7279.99,0.85,False,https://www.filmtools.com/owc-gemini-ultra-x6-24tb-thunderbolt-usb-c-ssd-raid-dock.html
OWC ThunderBay 4 Four-Bay Thunderbolt External Storage Enclosure with SoftRAID,OWC,Multi-Bay & RAID,4-Bay,enclosure,bare_internal,,,Thunderbolt 3; SATA,USB-C,1527,,,4,0; 1; 4; 5,False,,,,,3,Backup & Redundancy; Edit Fast; Team & Network,549.99,0.62,False,https://www.filmtools.com/owc-thunderbay-4-four-bay-thunderbolt-external-storage-enclosure-with-softraid.html
OWC 16.0TB U2 Shuttle 3.5-inch NVMe U.2 SSD,OWC,Multi-Bay & RAID,2-Bay,ssd,bare_internal,16 TB,16000,PCIe/NVMe,,,,,,0,False,,,,,,,4799.99,0.84,False,https://www.filmtools.com/160tb-owc-u2-shuttle-35-inch-nvme-u2-ssd.html
G-DRIVE G-RAID Shuttle 4 4-Bay Thunderbolt 3 RAID Array 104TB (4 x 26TB),SanDisk Professional,Multi-Bay & RAID,4-Bay,hdd,rugged_portable,26 TB,26000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1100,640,7200,4,0; 5,True,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; On-Set Capture; Team & Network,7659.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raid-shuttle-4-4-bay-thunderbolt-3-hardware-raid-array-104tb.html
SanDisk Professional 208TB G-RAID Shuttle 8 8-Bay Thunderbolt 3 Hardware RAID Array,SanDisk Professional,Multi-Bay & RAID,6-Bay & Up,hdd,rugged_portable,208 TB,208000,Thunderbolt 3; USB 3.2 Gen 2; SATA,USB-C,1700,1500,7200,8,0; 5,True,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; On-Set Capture; Team & Network,13299.99,0.84,False,https://www.filmtools.com/sandisk-professional-g-raid-shuttle-8-8-bay-thunderbolt-3-hardware-raid-array-208tb.html
Oyen Digital 48TB 2-Bay Hardware RAID (2x 24TB),Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,,24 TB,24000,Thunderbolt 3; USB 3.2 Gen 2,USB-C,,,7200,2,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,1799.0,0.67,False,https://www.filmtools.com/oyen-digital-2-bay-hardware-raid-48tb-2x-24tb.html
"Oyen Digital 2-Bay Hardware RAID (2x ) (48TB, 60TB)",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,,48 TB,48000,Thunderbolt 3; USB 3.2 Gen 2,USB-C,,,7200,2,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,1799.0,0.67,False,https://www.filmtools.com/oyen-digital-2-bay-hardware-raid-2x-48tb-60tb.html
"Oyen Digital 120TB 1 Mobius 5-Bay FireWire 800, eSATA, USB 3.0 RAID Hard Drive Array",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,120 TB,120000,USB 3.0; FireWire 800; SATA,,325,,7200,5,0; 1; 5,False,,,,,2,Archive Forever; Backup & Redundancy; Team & Network,5599.0,0.84,False,https://www.filmtools.com/oyen-digital-5-bay-hardware-raid-100tb-5x-24tb.html
"Oyen Digital 150TB Mobius 5-Bay FireWire 800, eSATA, USB 3.0 RAID Hard Drive Array",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,150 TB,150000,USB 3.0; FireWire 800; SATA,,325,,7200,5,0,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,7500.0,0.84,False,https://www.filmtools.com/oyen-digital-5-bay-hardware-raid-100tb-5x-30tb.html
Oyen Digital 60TB 2-Bay Hardware RAID (2x 30TB),Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,,30 TB,30000,USB 3.2 Gen 2,USB-C,,,7200,2,0; 1,False,,,,,,Archive Forever; Backup & Redundancy,3099.0,0.67,False,https://www.filmtools.com/oyen-digital-2-bay-hardware-raid-60tb-2x-30tb.html
Glyph 4TB Studio RAID Mini USB 3.0 RAID Drive,Glyph,Multi-Bay & RAID,2-Bay,hdd,,4 TB,4000,USB 3.0; FireWire 800,,250,,5400,,0; 1,False,,,,,3,Backup & Redundancy,219.95,0.67,False,https://www.filmtools.com/glyph-studioraid-mini-usb-3-esata-4-tb.html
CalDigit 12TB T4 Thunderbolt 2 RAID Array Drive,Caldigit,Multi-Bay & RAID,4-Bay,hdd,,12 TB,12000,Thunderbolt 2,,750,,,4,0; 1; 5,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,1399.0,0.67,False,https://www.filmtools.com/caldigit-12tb-4-x-3tb-hdd-t4-thunderbold-2-raid-cd-t4r-12000-us-150.html
CalDigit 16TB T4 Thunderbolt 2 RAID Array Drive,Caldigit,Multi-Bay & RAID,4-Bay,hdd,,16 TB,16000,Thunderbolt 2,,750,,,4,0; 1; 5,False,,,,,5,Archive Forever; Backup & Redundancy; Edit Fast; Team & Network,1699.0,0.67,False,https://www.filmtools.com/caldigit-16tb-4-x-4tb-hdd-t4-thunderbold-2-raid-cd-t4r-16000-us-150.html
Glyph 10TB Technologies Studio RAID mini 5400RPM 2-Bay USB 3.1 Gen 1 RAID Array,Glyph,Multi-Bay & RAID,2-Bay,hdd,portable,10 TB,10000,USB 3.2 Gen 1; USB 3.1; USB 3.0; FireWire 800,,250,,5400,2,0; 1,False,,,,True,,Archive Forever; Backup & Redundancy,399.95,0.84,False,https://www.filmtools.com/glyph-studioraid-mini-10tb-external-hard-drive-usb-3-0-gl-srm10000b.html
Glyph 8TB Studio RAID mini 2-Bay USB 3.0 RAID Array,Glyph,Multi-Bay & RAID,2-Bay,hdd,portable,8 TB,8000,USB 3.0; FireWire 800,,250,,5400,2,0; 1,False,,,,True,,Archive Forever; Backup & Redundancy,319.95,0.84,False,https://www.filmtools.com/glyph-studioraid-mini-8tb-external-hard-drive-usb-3-0-gl-srm8000b.html
"Oyen Digital 40TB Mobius 5-Bay FireWire 800, eSATA, USB 3.0 RAID Hard Drive Array",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,40 TB,40000,USB 3.0; FireWire 800,,,,,5,0; 1; 3; 5; 10,False,,,,,,Archive Forever; Backup & Redundancy; Team & Network,2299.0,0.84,False,https://www.filmtools.com/oyen-digital-mobius-40tb-5-bay-usb-3-0-raid-array-5-x-8tb.html
"Oyen Digital Mobius 5-Bay FireWire 800, eSATA, USB 3.0 RAID Hard Drive Array (Various Capacities)",Oyen Digital,Multi-Bay & RAID,2-Bay,hdd,bare_internal,,,USB 3.0; FireWire 800,,,,,5,0; 1; 3; 5; 10,False,,,,,,Backup & Redundancy; Team & Network,2299.0,0.62,False,https://www.filmtools.com/oyen-digital-mobius-5-bay-firewire-800-esata-usb-3-0-raid-hard-drive-array-various-capacities.html
Oyen Digital U34 Bolt USB4 External SSD,Oyen Digital,Drives,Solid-State Drives (SSD),ssd,rugged_portable,3000 TB,3000000,Thunderbolt 4; Thunderbolt 3; USB4; USB 3.2 Gen 2; USB 3.2 Gen 1; PCIe/NVMe,USB-C,2800,2800,,,,True,,,,True,3,Edit Fast; Offload & Ingest; On-Set Capture,899.0,0.82,False,https://www.filmtools.com/oyen-digital-u34-bolt-usb4-external-ssd.html
"SanDisk Professional PRO-BLADE SSD MAG (1TB, 2TB, 4TB)",SanDisk Professional,Drives,Solid-State Drives (SSD),ssd,,1 TB,1000,PCIe/NVMe,,3000,,,,,False,,,,,,Edit Fast,169.99,0.67,False,https://www.filmtools.com/sandisk-professional-pro-blade-ssd-mag-1tb-2tb-4tb.html
"OWC Express 1M2 USB4 External SSD (1TB, 2TB, 4TB, 8TB)",OWC,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,USB4; USB 3.2 Gen 2; PCIe/NVMe,,,,,,,True,,,,True,,Edit Fast; Offload & Ingest; On-Set Capture,469.99,0.84,False,https://www.filmtools.com/owc-express-1m2-usb4-external-ssd-1tb-2tb-4tb-8tb.html
"Samsung T9 Portable SSD (1TB, 2TB, 4TB)",Samsung,Drives,Solid-State Drives (SSD),ssd,portable,1 TB,1000,USB4; USB 3.2 Gen 2x2; USB 3.2 Gen 2; PCIe/NVMe,USB-C,,,,,,False,,,,,,Edit Fast; Offload & Ingest,320.98,0.88,False,https://www.filmtools.com/samsung-t9-portable-ssd-1tb-2tb-4tb.html
SanDisk Professional 4TB PRO-G40 SSD Thunderbolt 3 Portable SSD,Sandisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,4 TB,4000,Thunderbolt 3; USB 3.2 Gen 2,USB-C,3000,2500,,,,True,IP68,2.99,,,5,Edit Fast; Offload & Ingest; On-Set Capture,879.99,0.88,False,https://www.filmtools.com/sandisk-professional-4tb-pro-g40-ssd-thunderbolt-3-portable-ssd.html
"SanDisk Professional SSD Thunderbolt 3 (1TB, 2TB)",SanDisk Professional,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,Thunderbolt 3; USB 3.2 Gen 2,USB-C,1900,,,,,True,IP68,2.99,,True,5,Edit Fast; Offload & Ingest; On-Set Capture,409.99,0.84,False,https://www.filmtools.com/sandisk-professional-ssd-thunderbolt-3-1tb-2tb.html
"Glyph Technologies Atom Pro NVMe Thunderbolt 3 SSD (500GB, 1TB, 2TB, 4TB, 8TB)",Glyph,Drives,Solid-State Drives (SSD),ssd,portable,500 GB,500,Thunderbolt 3; PCIe/NVMe,,2600,,,,,False,,,,True,,Edit Fast; Offload & Ingest,399.99,0.84,False,https://www.filmtools.com/glyph-technologies-atom-pro-nvme-thunderbolt-3-ssd-500gb-1tb-2tb-4tb-8tb.html
SanDisk 4TB Extreme Portable SSD (V3),Sandisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,4 TB,4000,,USB-C,,,,,,True,IP65,3.0,256-bit AES,,5,Offload & Ingest; On-Set Capture,899.99,0.82,False,https://www.filmtools.com/sandisk-extreme-portable-ssd-v3-4tb.html
SanDisk Professional 4TB PRO-BLADE TRANSPORT,SanDisk Professional,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,4 TB,4000,USB 3.2 Gen 2x2; PCIe/NVMe,USB-C,2000,,,,,False,,,,,,,519.99,0.83,False,https://www.filmtools.com/sandisk-professional-pro-blade-transport-4tb.html
SanDisk G-DRIVE 500G SSD,SanDisk Professional,Drives,Solid-State Drives (SSD),ssd,portable,500 GB,500,Thunderbolt 3,,,,,,,False,,,,,5,Edit Fast; Offload & Ingest,149.99,0.82,False,https://www.filmtools.com/sandisk-g-drive-500g-ssd.html
"OWC Mercury Electra 6G 2.5"" SATA 7mm SSD () (250GB, 500GB, 1TB, 2TB)",OWC,Drives,Solid-State Drives (SSD),ssd,portable,250 GB,250,SATA,,,,,,,False,,,,True,,Offload & Ingest,74.99,0.84,False,https://www.filmtools.com/owc-mercury-electra-6g-2-5-sata-7mm-ssd-250gb-500gb-1tb-2tb.html
SanDisk Professional 0TB PRO-BLADE TRANSPORT,SanDisk Professional,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,0 GB,0,USB 3.2 Gen 2x2; PCIe/NVMe,USB-C,2000,,,,,False,,,,,,,99.99,0.83,False,https://www.filmtools.com/sandisk-professional-pro-blade-transport-0tb.html
Oyen Digital 8TB Dash Pro NVMe PCIe 4.0 M.2 Internal SSD with Heatsink,Oyen Digital,Drives,Bare / Internal Drives,ssd,bare_internal,8 TB,8000,PCIe/NVMe,,6850,6850,,,,False,,,,,3,Edit Fast,849.0,0.84,False,https://www.filmtools.com/oyen-digital-8tb-dash-pro-nv-me-pc-ie-4-0-m-2-internal-ssd-with-heatsink.html
OWC 480GB Envoy Pro FX Thunderbolt + USB-C Portable NVMe SSD,OWC,Drives,Solid-State Drives (SSD),ssd,rugged_portable,480 GB,480,Thunderbolt 3; PCIe/NVMe,USB-C,2788,2788,,,,True,IP67,,,True,3,Edit Fast; Offload & Ingest; On-Set Capture,269.99,0.88,False,https://www.filmtools.com/owc-480gb-envoy-pro-fx-thunderbolt-usb-c-portable-nvme-ssd.html
OWC Express 1M2 USB4 External SSD,OWC,Drives,Solid-State Drives (SSD),ssd,rugged_portable,,,USB4; USB 3.2 Gen 2; PCIe/NVMe,USB-C,3151,,,,,True,,,,,,Edit Fast; Offload & Ingest; On-Set Capture,88.99,0.62,False,https://www.filmtools.com/owc-express-1m2-usb4-external-ssd.html
SanDisk 2TB Extreme Portable SSD (V3),Sandisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,2 TB,2000,,USB-C,,,,,,True,IP65,3.0,256-bit AES,,5,Offload & Ingest; On-Set Capture,489.99,0.82,False,https://www.filmtools.com/sandisk-extreme-portable-ssd-v3-2tb-1.html
SanDisk 4TB Extreme PRO USB4 Portable SSD,Sandisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,4 TB,4000,Thunderbolt 4; USB4; USB 2.0,USB-C,3800,3700,,,,True,IP65,2.01,,True,5,Edit Fast; Offload & Ingest; On-Set Capture,999.99,0.88,False,https://www.filmtools.com/sandisk-extreme-pro-usb4-portable-ssd-4tb.html
SanDisk Professional 2TB PRO-BLADE TRANSPORT,SanDisk Professional,Cables & Connectivity,Thunderbolt / USB Cables,cable,accessory,2 TB,2000,USB 3.2 Gen 2x2; PCIe/NVMe,USB-C,2000,,,,,False,,,,,,,339.99,0.83,False,https://www.filmtools.com/sandisk-professional-pro-blade-transport-2tb.html
"OWC Mercury Extreme Pro 6G SATA III 2.5"" SSD (Black) (240GB, 480GB, 2TB, 4TB)",OWC,Drives,Solid-State Drives (SSD),ssd,desktop,240 GB,240,SATA,,,,,,,False,,,,,5,,279.99,0.85,False,https://www.filmtools.com/owc-mercury-extreme-pro-6g-sata-iii-2-5-ssd-black-240gb-480gb-2tb-4tb.html
"Glyph Technologies Blackbox Plus USB-C 3.2 Gen 2 External SSD (8TB, 16TB)",Glyph,Drives,Solid-State Drives (SSD),ssd,rugged_portable,8 TB,8000,Thunderbolt 3; USB 3.1; USB 3.0,USB-C; USB-A,560,,,,,True,,,,True,3,Edit Fast; Offload & Ingest; On-Set Capture,1579.99,0.84,False,https://www.filmtools.com/glyph-technologies-blackbox-plus-usb-c-3-2-gen-2-external-ssd-8tb-16tb.html
"iodyne SSD Spare () (1TB, 2TB, 4TB)",iodyne,Drives,Solid-State Drives (SSD),ssd,,1 TB,1000,,,,,,,,False,,,,,,,475.0,0.46,True,https://www.filmtools.com/iodyne-ssd-spare-1tb-2tb-4tb.html
"OWC Aura N2 SSD Complete Upgrade Solution for Select 2013 & Later Macs (480GB, 1TB, 2TB)",OWC,Drives,Solid-State Drives (SSD),ssd,,480 GB,480,PCIe/NVMe,,2200,952,,,,False,,,,,3,Edit Fast,129.99,0.67,False,https://www.filmtools.com/owc-aura-n2-ssd-complete-upgrade-solution-for-select-2013-later-macs-480gb-1tb-2tb.html
OWC 2TB Aura Pro X2 PCIe 4.0 NVMe SSD Upgrade for Mac Pro 2013-2019,OWC,Drives,Solid-State Drives (SSD),ssd,portable,2 TB,2000,USB 3.2 Gen 1; USB 3.1; USB 3.0; PCIe/NVMe,USB-A,1481,1407,,,,False,,,,True,5,Offload & Ingest,249.99,0.84,False,https://www.filmtools.com/2tb-owc-aura-pro-x2-pcie-40-nvme-ssd-upgrade-for-mac-pro-2013-2019.html
OWC 1.0TB Mercury Extreme Pro 6G 2.5-inch 7mm SATA 6.0Gb/s Solid-State Drive,OWC,Drives,Bare / Internal Drives,ssd,bare_internal,1 TB,1000,SATA,,550,530,,,,False,,,,,5,,149.99,0.84,False,https://www.filmtools.com/10tb-owc-mercury-extreme-pro-6g-25-inch-7mm-sata-60gbs-solid-state-drive.html
Glyph 2TB Technologies Atom Pro NVMe Thunderbolt 3 SSD,Glyph,Drives,Solid-State Drives (SSD),ssd,portable,2 TB,2000,Thunderbolt 3; PCIe/NVMe,,2600,,,,,False,,,,True,,Edit Fast; Offload & Ingest,599.99,0.84,False,https://www.filmtools.com/glyph-technologies-1tb-atom-pro-nvme-thunderbolt-3-ssd-1.html
Samsung 2TB T7 USB 3.2 Portable SSD - Titan Gray,Samsung,Drives,Solid-State Drives (SSD),ssd,portable,2 TB,2000,USB 3.2 Gen 2; PCIe/NVMe,USB-C,1050,1000,,,,False,,,256-bit AES,,,Offload & Ingest,476.764706,0.88,False,https://www.filmtools.com/samsung-2tb-t7-usb-3-2-portable-ssd-titan-gray.html
SanDisk 2TB Extreme PRO Portable SSD V2,SanDisk,Drives,Solid-State Drives (SSD),ssd,rugged_portable,2 TB,2000,USB 3.2 Gen 2x2,USB-C; USB-A,2000,2000,,,,True,IP55,,256-bit AES,True,,Edit Fast; Offload & Ingest; On-Set Capture,369.99,0.88,False,https://www.filmtools.com/sandisk-2tb-extreme-pro-portable-ssd-v2.html
OWC 8TB Mercury Elite Pro Dual mini 2-Bay USB 3.1 Type-C RAID Array (2 x 4TB SSDs),OWC,Multi-Bay & RAID,2-Bay,hdd,rugged_portable,4 TB,4000,Thunderbolt 3; USB 3.2 Gen 2; USB 3.2 Gen 1; USB 3.1,USB-C; USB-A,738,,,2,0; 1,True,,,,True,,Backup & Redundancy; Edit Fast; On-Set Capture,1999.99,0.84,False,https://www.filmtools.com/owc-mercury-elite-pro-dual-mini-8tb-2-bay-usb-3-1-type-c-raid-array-2-x-4tb-ss-ds.html
Glyph 1TB Technologies Atom Pro NVMe Thunderbolt 3 SSD,Glyph,Drives,Solid-State Drives (SSD),ssd,portable,1 TB,1000,Thunderbolt 3; PCIe/NVMe,,2600,,,,,False,,,,True,,Edit Fast; Offload & Ingest,399.99,0.84,False,https://www.filmtools.com/glyph-technologies-1tb-atom-pro-nvme-thunderbolt-3-ssd.html
Blackmagic Design Cloud Pod,Blackmagic,Network Storage (NAS),Desktop NAS,nas,nas_enclosure,10 GB,10,USB 3.0; Ethernet,USB-C,,,,,,False,,,,,,Team & Network,445.0,0.8,False,https://www.filmtools.com/blackmagic-design-cloud-pod.html
SanDisk Professional 1TB PRO-BLADE SSD MAG,SanDisk Professional,Drives,Solid-State Drives (SSD),ssd,,1 TB,1000,PCIe/NVMe,,2000,,,,,False,,,,,,Edit Fast,169.99,0.67,False,https://www.filmtools.com/sandisk-professional-pro-blade-ssd-mag-1tb.html
SanDisk Professional 2TB PRO-BLADE SSD MAG,SanDisk Professional,Drives,Solid-State Drives (SSD),ssd,,2 TB,2000,PCIe/NVMe,,2000,,,,,False,,,,,,Edit Fast,279.99,0.67,False,https://www.filmtools.com/sandisk-professional-pro-blade-ssd-mag-2tb.html
SanDisk Professional 1TB SSD Thunderbolt 3,SanDisk Professional,Drives,Solid-State Drives (SSD),ssd,rugged_portable,1 TB,1000,Thunderbolt 3; USB 3.2 Gen 2,USB-C,1900,,,,,True,IP68,2.99,,True,5,Edit Fast; Offload & Ingest; On-Set Capture,409.99,0.84,False,https://www.filmtools.com/sandisk-professional-1tb-ssd-thunderbolt-3.html
